Name	Set	ImageFile	type	Rarity	Color	Cost	Inkwell	Classifications	Strength	Willpower	Lore	Text
Lilo - Causing an Uproar	TRJ	set8/cards/367x512/137_5224eceace35ceb606d860d40233dd1b5a1098f2	Hero	Le	Ruby	5	True	Dreamborn, Hero	4	4	2	STOMPIN' TIME! During your turn, if you've played3 or more actions this turn, you may play thischaracter for free.RAAAWR! When you play this character, readychosen character. They can't quest for the rest ofthis turn.
LeFou - Cake Thief	TRJ	set8/cards/367x512/138_59969e5762306c2a6e44a0fdf9e61cee98e800bd	Ally	Un	Ruby-Sapphire	2	True	Storyborn, Ally	2	2	1	ALL FOR ME ⟳, Banish one of your items —Chosen opponent loses 1 lore and you gain 1 lore.
Lumiere - Fired Up	TRJ	set8/cards/367x512/139_40d4b3278c4fa2031bb4806db2285dae2849f5ff	Ally	Su	Ruby-Sapphire	5	True	Floodborn, Ally	4	3	2	Shift 3 (You may pay 3 ⬡ to play this on top of one ofyour characters named Lumiere.)Evasive (Only characters with Evasive can challengethis character.)SACREBLEU! Whenever one of your items isbanished, this character gets +1 ◊ this turn.
The Coachman - Greedy Deceiver	TRJ	set8/cards/367x512/140_e6df990ca56b7ce7ccf43eb4760cf66200151ba8	Villain	Un	Ruby-Steel	2	True	Storyborn, Villain	2	2	1	WILD RIDE While 2 or more characters of yoursare exerted, this character gets +2 ¤ andgains Evasive. (Only characters with Evasive canchallenge them.)
Mulan - Charging Ahead	TRJ	set8/cards/367x512/141_b451004ee9c82afc2155f4ebb407c7c57947a149	Princess	Su	Ruby-Steel	4	False	Storyborn, Hero, Princess	3	3	0	Reckless (This character can't quest and must challengeeach turn if able.)BURST OF SPEED During your turn, this character gainsEvasive. (They can challenge characters with Evasive.)LONG RANGE This character can challenge readycharacters.
Mushu - Your Worst Nightmare	TRJ	set8/cards/367x512/142_ee8620b68d1bcefb674aeb6820bd5558421468a7	Dragon	Ra	Ruby-Steel	6	True	Floodborn, Ally, Dragon	4	6	2	Shift 4 (You may pay 4 ⬡ to play this on top of one of yourcharacters named Mushu.)ALL FIRED UP Whenever you play another character, theygain Rush, Reckless, and Evasive this turn. (They canchallenge the turn they're played. They can't quest andmust challenge if able. They can challenge characters withEvasive.)
Mr. Snoops - Betrayed Partner	TRJ	set8/cards/367x512/143_f9e5cfcd848557b5ed52368daec5fbc5aa53ff98	Ally	Co	Ruby	3	True	Storyborn, Ally	3	3	1	DOUBLE-CROSSING CROOK! During your turn, whenthis character is banished, you may draw a card.
Friend Owl - Cantankerous Neighbor	TRJ	set8/cards/367x512/144_fed2d6db1cb7bd79a3eee80c4452fe61798701b2	Ally	Co	Ruby	2	True	Storyborn, Ally	2	2	2	
Faline - Playful Fawn	TRJ	set8/cards/367x512/145_03b3517934851a24bf9ea25ccd469e03c84a96f1	Ally	Ra	Ruby	4	False	Storyborn, Ally	2	4	1	Evasive (Only characters with Evasive canchallenge this character.)PRECOCIOUS FRIEND While you have a characterin play with more ¤ than each opposingcharacter, this character gets +2 ◊.
Prince John - Fraidy-Cat	TRJ	set8/cards/367x512/146_95d3514d303a59c1c4f06034e01427c963b8db66	Prince	Ra	Ruby	3	False	Storyborn, Villain, Prince	5	5	1	HELP! HELP! Whenever an opponent plays acharacter, deal 1 damage to this character.
Nothing We Won't Do	TRJ	set8/cards/367x512/147_30a015dbf38cb5d23d6324511a98a1613f8b355b	Song	Ra	Ruby	8	True	Song				Sing Together 8 (Any number of your or yourteammates' characters with total cost 8 or more may⟳ to sing this song for free.)Ready all your characters. For the rest of this turn,they take no damage from challenges and can't quest.
Get Out!	TRJ	set8/cards/367x512/148_728088306f9b76b34c7a2a6f80703d50befd3224	Action	Un	Ruby-Sapphire	6	False					Banish chosen character, then return an item cardfrom your discard to your hand.
Light the Fuse	TRJ	set8/cards/367x512/149_ef0403f6017a5c40dcafbf14c2272221e70940ca	Action	Un	Ruby-Steel	1	False					Deal 1 damage to chosen character for each exertedcharacter you have in play.
Twitterpated	TRJ	set8/cards/367x512/150_715fb4436195f12f222d94fd0950bc84cef7ed05	Action	Un	Ruby	1	True					Chosen character gains Evasive until the start of your nextturn. (Only characters with Evasive can challenge them.)
Most Everyone's Mad Here	TRJ	set8/cards/367x512/151_db402e61c45c6fcd99da8995f1a390ed8fe601c3	Action	Ra	Ruby	7	False					Gain lore equal to the damage on chosen character,then banish them.
The Sword of Shan-Yu	TRJ	set8/cards/367x512/152_8361f0c5121346e3abc8af21396cd9c8c6af4862	Item	Ra	Ruby	1	True					WORTHY WEAPON ⟳, ⟳ one of your characters —Ready chosen character. They can't quest for the restof this turn.
The Mouse Queen - Ruler of Mousedom	TRJ	set8/cards/367x512/153_05423915f86c0c8a9305839e8960ba2f5b9442fc	Queen	Co	Sapphire	4	True	Storyborn, Ally, Queen	3	6	1	
Sir Pellinore - Seasoned Knight	TRJ	set8/cards/367x512/154_de4919894c9860404914a8bf6738c9194f589438	Knight	Un	Sapphire	3	True	Storyborn, Knight	1	4	1	CODE OF HONOR Whenever this character quests,your other characters gain Support this turn.(Whenever they quest, you may add their ¤ toanother chosen character's ¤ this turn.)
Anita Radcliffe - Dog Lover	TRJ	set8/cards/367x512/155_48109367c9495a9377b7a59b0e19a8868171a02f	Ally	Co	Sapphire	3	True	Storyborn, Ally	3	3	1	I'LL TAKE CARE OF YOU When you play thischaracter, you may give chosen Puppy characterResist +1 until the start of your next turn.(Damage dealt to them is reduced by 1.)
Olaf - Recapping the Story	TRJ	set8/cards/367x512/156_76746afef58108c1909efa92249b1d6d7e7ea1aa	Ally	Co	Sapphire	1	True	Storyborn, Ally	2	1	1	ENDLESS TALE When you play this character,chosen opposing character gets -1 ¤ this turn.
Anna - Trusting Sister	TRJ	set8/cards/367x512/157_45ef595369aa3e004202d6c2e78038c3f4da2086	Queen	Co	Sapphire	3	True	Storyborn, Hero, Queen	2	2	2	WE CAN DO THIS TOGETHER When you play thischaracter, if you have a character named Elsa inplay, you may put the top card of your deck intoyour inkwell facedown and exerted.
Wasabi - Always Prepared	TRJ	set8/cards/367x512/158_f5c64d0b22048ee91ee850e936d7001d4a44ac61	Inventor	Co	Sapphire	5	True	Storyborn, Hero, Inventor	3	5	2	Support (Whenever this character quests, youmay add their ¤ to another chosen character's¤ this turn.)
Go Go Tomago - Mechanical Engineer	TRJ	set8/cards/367x512/159_86e0358456d2a20f536cfbab56234be66d52f28d	Inventor	Co	Sapphire	2	True	Storyborn, Hero, Inventor	1	3	1	NEED THIS! When you play a Floodborn characteron this card, you may put the top card of yourdeck into your inkwell facedown and exerted.
The Wardrobe - Perceptive Friend	TRJ	set8/cards/367x512/160_378b38295fe619caccc8c023e27ff5702a13fe4c	Ally	Co	Sapphire	4	True	Storyborn, Ally	3	4	1	I HAVE JUST THE THING! ⟳, Choose and discardan item card — Draw 2 cards.
Mrs. Potts - Head Housekeeper	TRJ	set8/cards/367x512/161_c765106d0d4796d32cabd6da9d9264e5e078e9b0	Ally	Co	Sapphire	3	True	Storyborn, Ally	2	4	1	CLEAN UP ⟳, Banish one of your items — Draw a card.
Jasmine - Resourceful Infiltrator	TRJ	set8/cards/367x512/162_bd4f78c377a7c0ce32e82d40bd64c985751c3d98	Princess	Co	Sapphire	1	True	Storyborn, Hero, Princess	1	2	1	JUST WHAT YOU NEED When you play thischaracter, you may give another chosen characterResist +1 until the start of your next turn.(Damage dealt to them is reduced by 1.)
Little Sister - Responsible Rabbit	TRJ	set8/cards/367x512/163_119f6879be1d130974f10a4987e347fe27d9ffd5	Ally	Co	Sapphire	1	True	Storyborn, Ally	1	2	1	LET ME HELP When you play this character,you may remove up to 1 damage from chosencharacter.
Adelaide Bonfamille - Patron of the Arts	TRJ	set8/cards/367x512/164_a617f8bdd3b22c8e5acc87ab3cba9bfbb5f2f035	Ally	Co	Sapphire	2	True	Storyborn, Ally	2	3	1	
Nani - Heist Mastermind	TRJ	set8/cards/367x512/165_9ea697912c5b414a93ede5f26732c6c7ead26934	Hero	Ra	Sapphire	4	True	Storyborn, Hero	3	3	1	STICK TO THE PLAN ⟳ — Another chosen charactergains Resist +2 this turn. (Damage dealt to them isreduced by 2.)IT'S UP TO YOU, LILO Your characters named Lilo gainSupport. (Whenever they quest, you may add their ¤to another chosen character's ¤ this turn.)
Stitch - Experiment 626	TRJ	set8/cards/367x512/166_4ec419a31b55af2098ab49179c96d4cc42593518	Alien	Le	Sapphire	3	False	Storyborn, Hero, Alien	3	3	2	SO NAUGHTY When you play this character, each opponentputs the top card of their deck into their inkwell facedownand exerted.STEALTH MODE At the start of your turn, if this card is inyour discard, you may choose and discard a card with ◉ toplay this character for free and he enters play exerted.
Ratigan - Greedy Genius	TRJ	set8/cards/367x512/167_8fb8720429a710cf4498817060f6d668383f59f4	Villain	Le	Sapphire	8	True	Storyborn, Villain	6	7	4	Ward (Opponents can't choose this characterexcept to challenge.)TIME RUNS OUT At the end of your turn, if youdidn't put any cards into your inkwell this turn,banish this character.
Arthur - Determined Squire	TRJ	set8/cards/367x512/168_b26d2998f31a6b815951aa9e103aa08d24673852	Hero	Un	Sapphire-Steel	4	True	Storyborn, Hero	6	6	3	NO MORE BOOKS Skip your turn's Draw step.
Bernard - Over-Prepared	TRJ	set8/cards/367x512/169_a43ef0219f121371da8c65ff26f24ed37ba207f2	Hero	Un	Sapphire-Steel	2	False	Storyborn, Hero	2	2	1	GO DOWN THERE AND INVESTIGATE When you playthis character, if you have an Ally character inplay, you may draw a card.
Aladdin - Vigilant Guard	TRJ	set8/cards/367x512/170_ffa868d9ca4d3141adfd746259a600d7390510a3	Prince	Ra	Sapphire-Steel	6	True	Dreamborn, Hero, Prince	1	9	1	Bodyguard (This character may enter play exerted.An opposing character who challenges one of yourcharacters must choose one with Bodyguard if able.)SAFE PASSAGE Whenever one of your Ally charactersquests, you may remove up to 2 damage from thischaracter.
Jasmine - Steady Strategist	TRJ	set8/cards/367x512/171_e78cf568f13e34f652bd068e7e4e412fc407b887	Princess	Su	Sapphire-Steel	4	True	Floodborn, Hero, Princess	2	5	1	Shift 2 (You may pay 2 ⬡ to play this on top of one ofyour characters named Jasmine.)ALWAYS PLANNING Whenever this character quests,look at the top 3 cards of your deck. You may revealan Ally character card and put it into your hand. Putthe rest on the bottom of your deck in any order.
Roquefort - Lock Expert	TRJ	set8/cards/367x512/172_7260e801ac7310d235684c8d08adb27d20e080ff	Ally	Un	Sapphire	2	True	Storyborn, Ally	2	2	1	SAFEKEEPING Whenever this character quests,you may put chosen item into its player's inkwellfacedown and exerted.
Jumba Jookiba - Critical Scientist	TRJ	set8/cards/367x512/173_5291a2010b4791fefc2ae030d89fc62c9e883f65	Inventor	Un	Sapphire	4	True	Storyborn, Alien, Inventor	1	6	2	
Geppetto - Skilled Craftsman	TRJ	set8/cards/367x512/174_80fcad912eec31e0bd577e6873eb4533d61ebac9	Inventor	Ra	Sapphire	5	True	Storyborn, Ally, Inventor	4	4	2	SEEKING INSPIRATION Whenever this characterquests, you may choose and discard any numberof item cards to gain 1 lore for each item carddiscarded this way.
Heads Held High	TRJ	set8/cards/367x512/175_62c009a85c8bdae7079749a7292d9d66f2b77e28	Song	Ra	Sapphire	6	True	Song				Sing Together 6 (Any number of your or yourteammates' characters with total cost 6 or more may ⟳to sing this song for free.)Remove up to 3 damage from any number of chosencharacters. All opposing characters get -3 ¤ this turn.
Pouncing Practice	TRJ	set8/cards/367x512/176_730b5b471fbec6fdc83e1233d965ecb0a3aed4bc	Action	Un	Sapphire	2	True					Chosen character gets -2 ¤ this turn. Chosencharacter of yours gains Evasive this turn. (They canchallenge characters with Evasive.)
Down in New Orleans	TRJ	set8/cards/367x512/177_aee1b4c7f26cc606c399547e40c4a53d031eb6e9	Song	Su	Sapphire	6	False	Song				(A character with cost 6 or more can ⟳ to sing thissong for free.)Look at the top 3 cards of your deck. You may reveal acharacter, item, or location card with cost 6 or less andplay it for free. Put the rest on the bottom of your deckin any order.
Television Set	TRJ	set8/cards/367x512/178_a914e568c85ccfb354bc9b2a3bf0f809a2871e75	Item	Co	Sapphire	3	True					IS IT ON YET? ⟳, 1 ⬡ — Look at the top card of your deck.If it's a Puppy character card, you may reveal it and put it intoyour hand. Otherwise, put it on the bottom of your deck.
Belle's Favorite Book	TRJ	set8/cards/367x512/179_6dd2d9d4f4af7cbda8ab7860509970774a4e4a2b	Item	Ra	Sapphire	3	False					CHAPTER THREE ⟳, Banish one of your other items —Put the top card of your deck into your inkwellfacedown and exerted.
Atlantean Crystal	TRJ	set8/cards/367x512/180_551ae3fb5c60b90a9a37983f9066e2b7e4ba759c	Item	Ra	Sapphire	2	True					SHIELDING LIGHT ⟳, 2 ⬡ — Chosen character gainsResist +2 and Support until the start of your next turn.(Damage dealt to them is reduced by 2. Wheneverthey quest, you may add their ¤ to another chosencharacter's ¤ this turn.)
Atitaya - Fang General	TRJ	set8/cards/367x512/181_351530898ba8890c26e968ad5b7c9268befe7ae9	Ally	Un	Steel	7	True	Storyborn, Ally	7	7	3	
Bobby - Purple Pigeon	TRJ	set8/cards/367x512/182_8b1030598944280943a6ce8a5e448fd4ec95ef77	Storyborn	Co	Steel	3	True	Storyborn	4	2	1	Bodyguard (This character may enter play exerted.An opposing character who challenges one of yourcharacters must choose one with Bodyguard if able.)
Magic Carpet - Phantom Rug	TRJ	set8/cards/367x512/183_2a3226562f7fdb6da3909a2dedb4e82a8d04bf32	Illusion	Co	Steel	3	True	Dreamborn, Ally, Illusion	2	4	2	Vanish (When an opponent chooses this character foran action, banish them.)SPECTRAL FORCE Your other Illusion characters gainChallenger +1. (They get +1 ¤ while challenging.)
Prince Achmed - Rival Suitor	TRJ	set8/cards/367x512/184_d3f808cb97bef6a336a40e2abcc935360f5be8e5	Prince	Co	Steel	2	True	Storyborn, Prince	2	2	1	UNWELCOME PROPOSAL When you play thischaracter, you may exert chosen Princesscharacter.
Dumptruck - Karnage's Second Mate	TRJ	set8/cards/367x512/185_713766dbb07ad60a6ac3ddb92589dd97cc1bb95c	Pirate	Co	Steel	1	False	Storyborn, Ally, Pirate	0	1	1	LET ME AT 'EM When you play this character, youmay deal 1 damage to chosen character.
Captain Hook - Forceful Duelist	TRJ	set8/cards/367x512/186_26e66f46b6690e48b0ad443f7322ff2d0e614433	Captain	Co	Steel	1	True	Dreamborn, Villain, Pirate, Captain	1	2	1	Challenger +2 (While challenging, this charactergets +2 ¤.)
General Li - Head of the Imperial Army	TRJ	set8/cards/367x512/187_8f1e1e05881dc649844e8c8d9a6ab8aedc954fd9	Mentor	Co	Steel	3	True	Storyborn, Mentor	2	4	1	Resist +1 (Damage dealt to this character isreduced by 1.)
Monterey Jack - Defiant Protector	TRJ	set8/cards/367x512/188_d5b77cab828a77c62b98565da63c3935f78e44e5	Ally	Co	Steel	5	True	Storyborn, Ally	4	5	2	Bodyguard (This character may enter play exerted.An opposing character who challenges one of yourcharacters must choose one with Bodyguard if able.)
Genie - Satisfied Dragon	TRJ	set8/cards/367x512/189_285a938131fc30fcaa98102d9068abb46e154747	Dragon	Co	Steel	3	True	Storyborn, Ally, Dragon	3	4	1	BUG CATCHER During your turn, this charactergains Evasive. (They can challenge characterswith Evasive.)
Toby Turtle - Wary Friend	TRJ	set8/cards/367x512/190_c165a7742dcdfa84d75877e4eb75c393cda51bff	Ally	Co	Steel	2	True	Storyborn, Ally	0	4	1	HARD SHELL While this character is exerted, he gainsResist +1. (Damage dealt to them is reduced by 1.)
Arianna - Queen of Corona	TRJ	set8/cards/367x512/191_b4bc6f4930a844a501fe1cbcfe6382e496bf6de1	Queen	Co	Steel	5	True	Storyborn, Queen	5	5	2	
Zipper - Flying Ranger	TRJ	set8/cards/367x512/192_e88ad4716ab6da03fdebe0657960e67b4fa29edb	Ally	Un	Steel	3	True	Storyborn, Ally	2	4	1	BEST MATES If you have a character namedMonterey Jack in play, you pay 1 ⬡ less to playthis character.BURST OF SPEED During your turn, this charactergains Evasive. (They can challenge characterswith Evasive.)
Khan - War Horse	TRJ	set8/cards/367x512/193_3eea12ef9efc4acacf0c911d3ee802f22c2a9597	Ally	Co	Steel	4	True	Storyborn, Ally	2	7	1	
Vinnie - Green Pigeon	TRJ	set8/cards/367x512/194_f77e79c4be00336b112cf9bb4e5c9586405313a6	Storyborn	Ra	Steel	3	False	Storyborn	1	4	1	LEARNING EXPERIENCE During an opponent's turn,whenever one of your other characters is banished,gain 1 lore.
Iago - Out of Reach	TRJ	set8/cards/367x512/195_e335fb638ac7cdb385c6861a8fbd10550c192b13	Ally	Ra	Steel	4	True	Storyborn, Ally	3	3	2	SELF-PRESERVATION While you have anotherexerted character in play, this character can't bechallenged.
Nathaniel Flint - Notorious Pirate	TRJ	set8/cards/367x512/196_2bec61723f802f57e94d22ef21084e37f39c4c01	Captain	Ra	Steel	2	True	Storyborn, Villain, Alien, Pirate, Captain	3	3	2	PREDATORY INSTINCT You can't play this characterunless an opposing character was damaged this turn.
Vincenzo Santorini - The Explosives Expert	TRJ	set8/cards/367x512/197_d1cdbdfcb359d596e9f54f2fe980ce1cd1e76ec4	Ally	Ra	Steel	7	True	Storyborn, Ally	2	8	3	I JUST LIKE TO BLOW THINGS UP When you playthis character, you may deal 3 damage to chosencharacter.
Namaari - Single-Minded Rival	TRJ	set8/cards/367x512/198_450b20d1bffe2c0e2dda5c402138ff304bf4da46	Princess	Le	Steel	5	True	Storyborn, Villain, Princess	0	5	2	STRATEGIC EDGE When you play this characterand at the start of your turn, you may draw a card,then choose and discard a card.EXTREME FOCUS This character gets +1 ¤ foreach card in your discard.
Mickey Mouse - Giant Mouse	TRJ	set8/cards/367x512/199_62a9f268ce51f5bef918a514ac61c2d06e8c941f	Hero	Le	Steel	10	False	Dreamborn, Hero	10	10	5	Bodyguard (This character may enter play exerted.An opposing character who challenges one of yourcharacters must choose one with Bodyguard if able.)THE BIGGEST STAR EVER When this characteris banished, deal 5 damage to each opposingcharacter.
Stitch - Alien Troublemaker	TRJ	set8/cards/367x512/200_eb8344b3190096f872a9380113ebc89052502581	Alien	Ra	Steel	4	True	Storyborn, Hero, Alien	3	4	1	I WIN! During your turn, whenever this characterbanishes another character in a challenge, you maydraw a card and gain 1 lore.
Desperate Plan	TRJ	set8/cards/367x512/201_f748972f67ef9dd58c6cff0292c50acd4e4189b7	Action	Ra	Steel	3	False					If you have no cards in your hand, draw until you have3 cards in your hand. Otherwise, choose and discardany number of cards, then draw that many cards.
Beyond the Horizon	TRJ	set8/cards/367x512/202_18a56c3b779e2ac1df15b82c24562493e59d71a7	Song	Un	Steel	7	False	Song				Sing Together 7 (Any number of your or yourteammates' characters with total cost 7 or more may⟳ to sing this song for free.)Choose any number of players. They discard theirhands and draw 3 cards each.
Quick Shot	TRJ	set8/cards/367x512/203_c2fc9b1f4191b6672814f7c7f39fc075ac1d6140	Action	Un	Steel	2	False					Deal 1 damage to chosen character. Draw a card.
Hamster Ball	TRJ	set8/cards/367x512/204_64e3d34193d1806be5f3fb3821e370292f19c88c	Item	Co	Steel	3	False					ROLL WITH THE PUNCHES ⟳, 1 ⬡ — Chosen characterwith no damage gains Resist +2 until the start of yournext turn. (Damage dealt to them is reduced by 2.)
